sample_id,study,StressInflammation,IdentitySecretion,IsletDysfunctionScore,disease_group,cell_context
GSM5009265,GSE164416,0.5773360351510082,0.580929218364612,-0.003593183213603801,IGT,lcm_islet
GSM5009266,GSE164416,-1.8987011585995899,-1.5727200475574539,-0.325981111042136,ND,lcm_islet
GSM5009267,GSE164416,-1.225580227815235,-2.5566738289987083,1.3310936011834733,T2D,lcm_islet
GSM5009268,GSE164416,0.35858940298357783,0.15545178691302075,0.20313761607055708,IGT,lcm_islet
GSM5009269,GSE164416,0.6599516554547205,-0.8355203547779023,1.4954720102326227,T3cD,lcm_islet
GSM5009270,GSE164416,-0.06369441628937081,0.17413683941683059,-0.2378312557062014,T3cD,lcm_islet
GSM5009271,GSE164416,0.2197702443686499,0.9654088183325761,-0.7456385739639262,T3cD,lcm_islet
GSM5009272,GSE164416,0.1310199252828082,0.48337463867162694,-0.35235471338881874,T3cD,lcm_islet
GSM5009273,GSE164416,-1.6656420464196136,-1.1742938726577674,-0.49134817376184614,IGT,lcm_islet
GSM5009274,GSE164416,0.582855122594079,-0.53401419731058,1.116869319904659,T3cD,lcm_islet
GSM5009275,GSE164416,-1.5758632894975686,-1.3138034241698615,-0.2620598653277071,ND,lcm_islet
GSM5009276,GSE164416,0.6724927736404707,-1.416424148160401,2.0889169218008714,T3cD,lcm_islet
GSM5009277,GSE164416,-1.5716153500586068,-1.4016521958770167,-0.16996315418159003,IGT,lcm_islet
GSM5009278,GSE164416,-1.3040707218510612,-1.8754604311760894,0.5713897093250282,IGT,lcm_islet
GSM5009279,GSE164416,0.9885168526091682,-0.14038447999635428,1.1289013326055226,T2D,lcm_islet
GSM5009280,GSE164416,-2.213241908310257,-1.9014677930678536,-0.31177411524240317,ND,lcm_islet
GSM5009281,GSE164416,0.3369566243441641,-0.1793437639150905,0.5163003882592546,T2D,lcm_islet
GSM5009282,GSE164416,1.321662928868458,-0.0343460288283428,1.3560089576968009,IGT,lcm_islet
GSM5009283,GSE164416,-1.6344254983621096,-1.6801998790904498,0.04577438072834017,T3cD,lcm_islet
GSM5009284,GSE164416,0.6796799350036444,0.19216200702841174,0.4875179279752327,T3cD,lcm_islet
GSM5009285,GSE164416,0.027538720707995536,0.450614440527324,-0.4230757198193285,IGT,lcm_islet
GSM5009286,GSE164416,0.1972547135712761,1.0689625535126872,-0.8717078399414111,ND,lcm_islet
GSM5009287,GSE164416,0.007088500027208981,0.7133407755133723,-0.7062522754861633,T3cD,lcm_islet
GSM5009288,GSE164416,-0.2829953448614246,-0.44418083095104793,0.16118548608962335,T2D,lcm_islet
GSM5009289,GSE164416,-1.0644899350563553,-1.6810453768164353,0.61655544176008,T2D,lcm_islet
GSM5009290,GSE164416,-0.4194251485079432,-0.6087208806596439,0.1892957321517007,T2D,lcm_islet
GSM5009291,GSE164416,-0.8086271841689365,-2.1415388777310165,1.33291169356208,T2D,lcm_islet
GSM5009292,GSE164416,-0.03252141358210296,0.0011748730856946759,-0.033696286667797636,T2D,lcm_islet
GSM5009293,GSE164416,0.21150650176102329,-0.20173857897892664,0.4132450807399499,T2D,lcm_islet
GSM5009294,GSE164416,0.10998547233136395,0.05770707053020956,0.05227840180115439,T3cD,lcm_islet
GSM5009295,GSE164416,-0.12297584238389753,-0.9286300339591727,0.8056541915752751,T2D,lcm_islet
GSM5009296,GSE164416,0.32192092336059475,0.8412163033645028,-0.5192953800039081,IGT,lcm_islet
GSM5009297,GSE164416,0.1526786408697332,-0.023991902843558167,0.17667054371329138,T2D,lcm_islet
GSM5009298,GSE164416,-0.2650651925707164,1.1903659877482125,-1.4554311803189288,IGT,lcm_islet
GSM5009299,GSE164416,-0.16264244937231684,-0.9145238765294985,0.7518814271571816,T2D,lcm_islet
GSM5009300,GSE164416,-0.2109733955632763,-0.3240008087122338,0.1130274131489575,T3cD,lcm_islet
GSM5009301,GSE164416,0.3340408251831425,-0.6910565435965599,1.0250973687797025,T3cD,lcm_islet
GSM5009302,GSE164416,1.0941099762878483,-0.412582371465206,1.5066923477530543,,lcm_islet
GSM5009303,GSE164416,-0.06426855182627411,-0.09588059086157569,0.031612039035301576,T3cD,lcm_islet
GSM5009304,GSE164416,0.5173967886262985,0.9698515788368505,-0.452454790210552,T2D,lcm_islet
GSM5009305,GSE164416,1.0568371523823565,0.8513460980117185,0.20549105437063808,T3cD,lcm_islet
GSM5009306,GSE164416,-0.03081442147112242,-0.050763090420016116,0.019948668948893696,T2D,lcm_islet
GSM5009307,GSE164416,0.2033724557017329,0.842151270152157,-0.6387788144504241,IGT,lcm_islet
GSM5009308,GSE164416,0.1515213177617494,-0.2876476678036906,0.43916898556544004,T2D,lcm_islet
GSM5009309,GSE164416,0.16544441934925996,1.3694380574488951,-1.2039936380996352,ND,lcm_islet
GSM5009310,GSE164416,0.5288250340073306,-0.08718562922074163,0.6160106632280722,T2D,lcm_islet
GSM5009311,GSE164416,0.263739374427177,-0.07648184898389755,0.3402212234110745,T2D,lcm_islet
GSM5009312,GSE164416,-0.1171565086332404,-0.1355158061940188,0.018359297560778393,ND,lcm_islet
GSM5009313,GSE164416,0.8958919509325755,0.7142139980112567,0.18167795292131872,IGT,lcm_islet
GSM5009314,GSE164416,-0.07922417715362919,0.8257841630089083,-0.9050083401625375,IGT,lcm_islet
GSM5009315,GSE164416,0.9918857959338682,-0.38511927790441053,1.3770050738382786,T2D,lcm_islet
GSM5009316,GSE164416,0.43048912732840106,0.5335961029299386,-0.10310697560153759,IGT,lcm_islet
GSM5009317,GSE164416,0.27194622258507206,-2.2574832373753226,2.5294294599603946,T2D,lcm_islet
GSM5009318,GSE164416,0.23673743986148105,0.7992990905363222,-0.5625616506748412,IGT,lcm_islet
GSM5009319,GSE164416,-0.017253742202505414,0.5366696554748394,-0.5539233976773448,IGT,lcm_islet
GSM5009320,GSE164416,0.0705879764231114,1.0972547560515347,-1.0266667796284232,ND,lcm_islet
GSM5009321,GSE164416,-0.004926940220170602,-0.06117484887805233,0.05624790865788173,ND,lcm_islet
GSM5009322,GSE164416,0.41723844268534055,0.5190620219483676,-0.10182357926302704,T2D,lcm_islet
GSM5009323,GSE164416,0.01119779656686499,0.2567158964814652,-0.24551809991460022,,lcm_islet
GSM5009324,GSE164416,0.30841839537808025,0.18253482570096097,0.12588356967711928,T3cD,lcm_islet
GSM5009325,GSE164416,0.4261488799149327,-0.5977673670123049,1.0239162469272376,T2D,lcm_islet
GSM5009326,GSE164416,0.5753206216788358,0.627763506869607,-0.05244288519077123,T3cD,lcm_islet
GSM5009327,GSE164416,0.32970621435717545,-0.2237616405095426,0.553467854866718,T2D,lcm_islet
GSM5009328,GSE164416,1.1546392712037392,0.9663796143905675,0.1882596568131717,T3cD,lcm_islet
GSM5009329,GSE164416,0.3098001623362283,0.4493109252585052,-0.13951076292227688,T2D,lcm_islet
GSM5009330,GSE164416,0.13480349621688897,0.3331234473671225,-0.19831995115023354,T2D,lcm_islet
GSM5009331,GSE164416,0.6358405838771619,0.5426073723655827,0.09323321151157926,T3cD,lcm_islet
GSM5009332,GSE164416,0.4799154662818497,0.13456248894219586,0.34535297733965387,T3cD,lcm_islet
GSM5009333,GSE164416,0.7244066795414534,0.6140040983351552,0.1104025812062982,T3cD,lcm_islet
GSM5009334,GSE164416,0.27984740575981626,1.1709180934940089,-0.8910706877341926,ND,lcm_islet
GSM5009335,GSE164416,0.31082792214208205,0.5254538293518158,-0.2146259072097338,T3cD,lcm_islet
GSM5009336,GSE164416,0.5752840545287401,0.0314535801250372,0.5438304744037029,T3cD,lcm_islet
GSM5009337,GSE164416,0.1733961812481859,0.4995019662711298,-0.3261057850229439,T2D,lcm_islet
GSM5009338,GSE164416,0.3565688356783036,0.35950814362279265,-0.0029393079444890446,T2D,lcm_islet
GSM5009339,GSE164416,1.2361786118844764,0.22657515167548867,1.0096034602089878,T3cD,lcm_islet
GSM5009340,GSE164416,-0.10873854455555305,0.6537485738868227,-0.7624871184423758,ND,lcm_islet
GSM5009341,GSE164416,-0.007689052072891336,0.8198276563057593,-0.8275167083786507,IGT,lcm_islet
GSM5009342,GSE164416,0.34291261345660184,-1.144263808756624,1.4871764222132258,T2D,lcm_islet
GSM5009343,GSE164416,0.7590639725350554,-0.056914981383476754,0.8159789539185321,IGT,lcm_islet
GSM5009344,GSE164416,0.09231651922287694,-0.6909958040448618,0.7833123232677388,T2D,lcm_islet
GSM5009345,GSE164416,0.2673636330292563,0.43828719154882934,-0.17092355851957303,IGT,lcm_islet
GSM5009346,GSE164416,-0.2827998774359774,0.6435544355678048,-0.9263543130037821,T2D,lcm_islet
GSM5009347,GSE164416,0.45012594768112696,-0.9763449210778355,1.4264708687589625,T2D,lcm_islet
GSM5009348,GSE164416,0.127294196147298,-0.526099756117722,0.65339395226502,T2D,lcm_islet
GSM5009349,GSE164416,-0.05129964853784953,0.572381815489951,-0.6236814640278006,IGT,lcm_islet
GSM5009350,GSE164416,0.6443504621547939,-0.23957296770498437,0.8839234298597782,T2D,lcm_islet
GSM5009351,GSE164416,0.09171837255786924,0.8091011083905634,-0.7173827358326941,IGT,lcm_islet
GSM5009352,GSE164416,-0.07920737720262841,0.42465834315068696,-0.5038657203533153,IGT,lcm_islet
GSM5009353,GSE164416,0.22289404663869455,-0.2062280877026779,0.4291221343413725,IGT,lcm_islet
GSM5009354,GSE164416,0.014191246592863856,0.6785102981876336,-0.6643190515947698,T3cD,lcm_islet
GSM5009355,GSE164416,-0.046566075522196826,0.5722642455611923,-0.6188303210833891,IGT,lcm_islet
GSM5009356,GSE164416,0.29104434513486027,0.3382781885416342,-0.047233843406773945,IGT,lcm_islet
GSM5009357,GSE164416,0.8688390266184411,1.518680327104329,-0.6498413004858878,IGT,lcm_islet
GSM5009358,GSE164416,1.3830159113039786,0.4744383021195975,0.9085776091843811,IGT,lcm_islet
GSM5009359,GSE164416,0.11760693908472243,0.7759689527998692,-0.6583620137151468,IGT,lcm_islet
GSM5009360,GSE164416,0.5476552087145792,0.7475777263363037,-0.19992251762172453,IGT,lcm_islet
GSM5009361,GSE164416,0.5497859455720822,0.9843224471328664,-0.43453650156078427,IGT,lcm_islet
